,Date,Date,Date,Calories/100g
800280301.0,143,2018-04-29,2021-04-25,176320.0
800280901.0,2,2018-07-29,2018-08-12,330.0
800284201.0,94,2018-05-13,2021-04-25,60466.0
800285301.0,16,2018-04-29,2018-10-28,18728.0
800286301.0,83,2018-05-06,2021-03-21,92901.0
800286901.0,150,2018-04-29,2021-04-25,356549.0
800288501.0,153,2018-04-29,2021-04-18,258515.0
800289201.0,4,2018-08-19,2018-09-09,5608.0
800289701.0,89,2018-04-29,2021-03-21,61109.0
800289801.0,3,2018-04-29,2018-05-13,3119.0
800290001.0,23,2018-05-06,2019-03-24,32852.0
800290201.0,7,2018-05-27,2018-07-22,12357.0
800297001.0,155,2018-04-29,2021-04-25,391867.0
800297201.0,123,2018-04-29,2021-03-28,109428.0
800297901.0,132,2018-04-29,2021-04-18,288570.0
800302701.0,12,2018-04-29,2018-09-09,26483.0
800303001.0,88,2018-06-24,2021-04-18,159978.0
800304401.0,9,2018-06-24,2018-09-23,1879.0
800305201.0,138,2018-04-29,2021-02-28,416963.0
800305301.0,154,2018-04-29,2021-04-25,735306.0
800307201.0,135,2018-04-29,2021-04-25,126691.0
800308701.0,20,2018-04-29,2018-09-09,20271.0
800309901.0,5,2018-04-29,2018-07-08,3156.0
800311801.0,143,2018-04-29,2021-04-25,173913.0
800312501.0,25,2018-04-29,2018-10-28,13497.0
800313901.0,3,2018-05-27,2018-06-10,821.0
800314201.0,156,2018-04-29,2021-04-25,113860.0
800315301.0,93,2018-04-29,2021-01-31,151985.0
800316301.0,112,2018-04-29,2021-04-18,197441.0
800320201.0,31,2018-05-06,2019-02-17,46738.0
800321201.0,72,2018-04-29,2021-04-18,50732.0
800321501.0,130,2018-04-29,2021-04-25,104876.0
800321701.0,6,2018-08-19,2018-11-18,4618.0
800321901.0,21,2018-05-06,2021-02-28,15156.0
800324001.0,104,2018-04-29,2021-04-25,85973.0
800325701.0,98,2018-05-13,2021-04-25,145426.0
800328401.0,103,2018-04-29,2021-04-18,91271.0
800337101.0,37,2018-07-29,2021-01-31,58576.0
800337301.0,42,2018-04-29,2019-02-17,90789.0
800355001.0,155,2018-04-29,2021-04-25,224117.0
800356201.0,25,2018-04-29,2018-11-18,32245.0
800356401.0,151,2018-04-29,2021-04-18,221272.0
800368901.0,63,2018-04-29,2020-03-15,40017.0
800369101.0,8,2018-04-29,2018-07-15,5530.0
800369701.0,4,2018-08-05,2018-09-09,7599.0
800369703.0,29,2018-10-21,2021-04-25,43256.0
800380701.0,141,2018-05-06,2021-04-25,158601.0
800384301.0,11,2018-05-06,2018-09-30,15911.0
800384701.0,32,2018-06-03,2021-02-28,20460.0
800390501.0,23,2018-04-29,2018-11-04,54691.0
800391901.0,8,2018-04-29,2018-08-12,8670.0
800392401.0,127,2018-04-29,2021-04-25,97896.0
800392601.0,15,2018-05-27,2019-02-24,17925.0
800400001.0,25,2018-04-29,2018-12-23,31419.0
800400101.0,127,2018-04-29,2021-04-25,151096.0
800403101.0,53,2018-04-29,2021-04-25,108205.0
800403601.0,45,2018-04-29,2019-05-12,74885.0
800420401.0,67,2018-04-29,2019-09-08,66454.0
800421201.0,3,2018-05-27,2018-06-10,1866.0
800421301.0,10,2018-04-29,2018-08-12,23623.0
800421401.0,4,2018-04-29,2018-05-20,910.0
800421601.0,12,2018-04-29,2018-09-30,5235.0
800429501.0,15,2018-04-29,2018-10-07,10368.0
800429801.0,2,2018-07-22,2018-08-05,1856.0
800432001.0,55,2018-04-29,2019-07-14,14974.0
800432101.0,12,2018-04-29,2018-07-15,12985.0
800435601.0,79,2018-04-29,2019-12-01,89411.0
800436301.0,69,2018-04-29,2020-08-30,104454.0
800437001.0,148,2018-04-29,2021-04-25,246718.0
800437201.0,65,2018-04-29,2019-12-01,53419.0
800437401.0,12,2018-04-29,2018-07-29,27797.0
800437801.0,118,2018-05-27,2021-04-25,245224.0
800440101.0,67,2018-04-29,2019-11-17,123867.0
800441101.0,83,2018-06-03,2021-04-25,59794.0
800441201.0,28,2018-04-29,2018-12-30,31383.0
800446701.0,15,2018-04-29,2018-09-30,15028.0
800446801.0,55,2018-04-29,2020-06-07,30946.0
800446901.0,5,2018-04-29,2018-06-03,2880.0
800447101.0,133,2018-04-29,2021-04-18,298502.0
800448001.0,113,2018-04-29,2021-04-25,80948.0
800448801.0,3,2018-04-29,2018-05-20,1979.0
800448901.0,60,2018-04-29,2021-04-18,37642.0
800449301.0,110,2018-04-29,2021-04-18,72934.0
800449401.0,128,2018-04-29,2021-04-18,285360.0
800454701.0,96,2018-04-29,2021-04-25,58736.0
800454901.0,80,2018-04-29,2021-04-11,182361.0
800455001.0,8,2018-07-29,2018-11-18,5519.0
800455101.0,2,2018-07-22,2018-08-12,1973.0
800455301.0,152,2018-04-29,2021-04-25,570826.0
800455401.0,54,2018-04-29,2019-12-22,41319.0
800455901.0,119,2018-06-24,2021-04-25,69751.0
800456001.0,142,2018-04-29,2021-04-25,148446.0
800463601.0,95,2018-05-27,2021-04-25,158824.0
800463701.0,46,2018-04-29,2019-09-29,18285.0
800463801.0,123,2018-05-13,2021-04-25,135749.0
800464101.0,14,2018-05-06,2018-09-09,18142.0
800467201.0,63,2018-04-29,2021-04-11,77246.0
800469101.0,103,2018-04-29,2021-04-25,129255.0
800469501.0,121,2018-05-13,2021-04-25,263962.0
800469601.0,119,2018-04-29,2021-04-11,117618.0
800469801.0,152,2018-04-29,2021-04-25,302522.0
800469901.0,75,2018-05-06,2021-04-18,24514.0
800470001.0,67,2018-04-29,2019-10-06,93988.0
800481101.0,150,2018-04-29,2021-04-25,232023.0
800482001.0,9,2018-04-29,2018-08-12,6703.0
800491601.0,19,2018-04-29,2018-11-04,51223.0
800491801.0,14,2018-05-27,2019-07-14,16435.0
800508701.0,143,2018-04-29,2021-04-25,207006.0
800510701.0,146,2018-04-29,2021-04-25,83399.0
800510801.0,126,2018-04-29,2021-04-11,215370.0
800510901.0,146,2018-04-29,2021-04-25,539089.0
800511301.0,136,2018-04-29,2021-04-25,202592.0
800511601.0,22,2018-04-29,2019-01-27,32529.0
800511801.0,145,2018-04-29,2021-04-25,125567.0
800512301.0,21,2018-04-29,2018-12-30,14350.0
800524101.0,9,2018-04-29,2018-08-05,21071.0
800527501.0,156,2018-04-29,2021-04-25,960695.0
800530801.0,102,2018-04-29,2021-04-25,138814.0
800533301.0,153,2018-04-29,2021-04-25,250218.0
800533401.0,19,2018-04-29,2019-07-07,16782.0
800534101.0,25,2018-04-29,2018-12-23,10396.0
800534201.0,7,2018-04-29,2018-09-09,9026.0
800534301.0,43,2018-04-29,2019-02-24,77421.0
800538501.0,102,2018-04-29,2021-04-11,131694.0
800542901.0,8,2018-04-29,2018-06-17,7463.0
800543801.0,24,2018-04-29,2019-01-27,37517.0
800543901.0,9,2018-04-29,2018-07-29,14371.0
800544201.0,32,2018-04-29,2019-04-14,21979.0
800544401.0,4,2018-04-29,2018-06-10,2651.0
800544601.0,7,2018-04-29,2018-06-17,3385.0
800546101.0,56,2018-04-29,2019-05-19,69308.0
800550401.0,2,2018-04-29,2018-05-20,300.0
800550601.0,36,2018-05-13,2021-04-18,28648.0
800550701.0,97,2018-04-29,2020-03-22,241204.0
800552301.0,154,2018-04-29,2021-04-25,400858.0
800552401.0,54,2018-05-06,2019-12-15,22990.0
800553001.0,96,2018-04-29,2021-04-25,140265.0
800553101.0,152,2018-04-29,2021-04-25,367682.0
800557701.0,124,2018-04-29,2021-04-25,47294.0
800557901.0,4,2018-04-29,2018-05-20,9769.0
800558301.0,3,2018-04-29,2018-05-13,3871.0
800562201.0,51,2018-04-29,2019-08-11,21493.0
800562501.0,24,2018-05-13,2019-07-14,24092.0
800583401.0,124,2018-05-06,2021-04-25,105186.0
800586701.0,134,2018-04-29,2021-04-25,331493.0
800586801.0,125,2018-04-29,2021-04-25,245277.0
800587101.0,106,2018-04-29,2021-04-25,103164.0
800589501.0,107,2018-04-29,2021-04-25,133255.0
800589701.0,100,2018-04-29,2021-03-28,94278.0
800589901.0,138,2018-04-29,2021-04-25,307544.0
800590001.0,152,2018-04-29,2021-04-25,152856.0
800590101.0,80,2018-04-29,2020-09-13,94807.0
800590301.0,2,2018-04-29,2018-05-06,2115.0
800601901.0,133,2018-04-29,2021-04-25,112096.0
800603801.0,59,2018-05-06,2020-08-16,27034.0
800603901.0,128,2018-04-29,2021-04-25,219727.0
800604001.0,31,2018-04-29,2018-12-02,68367.0
800604101.0,57,2018-05-27,2021-02-14,119396.0
800604201.0,123,2018-04-29,2021-04-18,60221.0
800608701.0,43,2018-04-29,2019-09-22,31334.0
800618701.0,27,2018-05-27,2019-03-24,16840.0
800618901.0,38,2018-04-29,2019-08-11,15392.0
800619001.0,155,2018-04-29,2021-04-25,851387.0
800619401.0,2,2018-07-01,2018-07-08,5505.0
800623001.0,48,2018-04-29,2019-10-06,27272.0
800623101.0,142,2018-04-29,2021-04-25,154242.0
800623201.0,41,2018-05-06,2019-12-01,31511.0
800631001.0,127,2018-04-29,2021-04-25,254568.0
800634601.0,110,2018-04-29,2021-02-28,172255.0
800636401.0,13,2018-04-29,2018-09-09,6761.0
800640101.0,60,2018-05-06,2021-04-25,54892.0
800640701.0,31,2018-04-29,2018-12-30,41623.0
800640801.0,64,2018-05-06,2019-08-11,196207.0
800640901.0,124,2018-04-29,2021-04-25,104463.0
800641001.0,154,2018-04-29,2021-04-25,205972.0
800643201.0,85,2018-05-06,2021-04-25,83954.0
800644001.0,90,2018-04-29,2020-02-09,375647.0
800646201.0,6,2018-05-13,2018-06-17,8244.0
800646401.0,30,2018-04-29,2019-03-24,26742.0
800646501.0,48,2018-05-27,2019-07-14,39064.0
800656301.0,11,2018-04-29,2018-09-23,5183.0
800659501.0,47,2018-04-29,2019-03-24,59336.0
800659701.0,47,2018-04-29,2019-03-24,76760.0
800659801.0,10,2018-04-29,2018-07-08,17402.0
800663101.0,154,2018-04-29,2021-04-25,177990.0
800663501.0,136,2018-04-29,2021-04-25,142844.0
800667501.0,75,2018-04-29,2019-10-20,176060.0
800674601.0,156,2018-04-29,2021-04-25,539868.0
800678301.0,5,2018-04-29,2018-08-12,45428.0
800688901.0,3,2018-04-29,2018-05-20,2308.0
800689001.0,15,2018-05-13,2018-11-25,12080.0
800693501.0,134,2018-04-29,2021-04-25,203846.0
800697601.0,126,2018-04-29,2021-04-25,99342.0
800699701.0,51,2018-05-13,2019-06-09,43262.0
800700101.0,92,2018-04-29,2020-04-19,145419.0
800701501.0,74,2018-04-29,2019-10-06,86914.0
800706201.0,89,2018-05-06,2021-04-25,67365.0
800706301.0,136,2018-04-29,2021-04-25,164014.0
800709201.0,119,2018-05-27,2021-04-25,266729.0
800709301.0,26,2018-04-29,2018-12-02,22163.0
800709501.0,33,2018-04-29,2018-12-30,31322.0
800713701.0,69,2018-05-13,2021-03-21,76199.0
800716401.0,105,2018-05-06,2021-04-18,113329.0
800716501.0,34,2018-04-29,2019-08-11,37381.0
800726601.0,13,2018-07-29,2018-10-28,15271.0
800726901.0,122,2018-04-29,2021-04-25,230799.0
800733101.0,45,2018-05-27,2020-06-14,21730.0
800733401.0,140,2018-04-29,2021-04-18,398323.0
800733501.0,96,2018-06-03,2021-04-25,114556.0
800733601.0,31,2018-04-29,2019-03-17,17825.0
800733801.0,79,2018-06-10,2021-04-25,101171.0
800751401.0,26,2018-04-29,2018-10-21,50357.0
800755501.0,28,2018-04-29,2018-12-30,9258.0
800755601.0,103,2018-05-06,2021-04-25,150898.0
800757001.0,28,2018-05-13,2019-07-14,26392.0
800762201.0,15,2018-04-29,2018-09-02,13984.0
800768401.0,61,2018-04-29,2019-09-22,158936.0
800768901.0,4,2018-04-29,2018-05-20,8989.0
800771301.0,49,2018-04-29,2021-04-18,20218.0
800771401.0,32,2018-05-27,2019-06-09,22819.0
800773701.0,131,2018-04-29,2021-04-25,194197.0
800773801.0,2,2018-05-06,2018-06-17,5766.0
800774201.0,14,2018-04-29,2018-08-12,8696.0
800777801.0,35,2018-04-29,2019-01-27,39642.0
800782501.0,79,2018-04-29,2020-04-19,190456.0
800791801.0,62,2018-04-29,2019-12-22,54852.0
800792401.0,27,2018-05-06,2019-06-09,20909.0
800792501.0,2,2018-04-29,2018-05-06,4044.0
800796401.0,27,2018-04-29,2019-01-13,69863.0
800798301.0,51,2018-04-29,2019-06-16,88306.0
800799401.0,97,2018-04-29,2020-09-13,111113.0
800799501.0,50,2018-04-29,2019-06-16,93802.0
800801401.0,110,2018-05-13,2021-04-25,125252.0
800801601.0,103,2018-04-29,2021-04-11,44504.0
800801701.0,89,2018-04-29,2021-04-18,146580.0
800804601.0,92,2018-04-29,2021-04-25,151599.0
800811301.0,121,2018-04-29,2021-04-25,106056.0
800811401.0,4,2018-06-17,2018-08-12,3844.0
800812801.0,129,2018-04-29,2021-02-28,250259.0
800818601.0,8,2018-04-29,2018-06-17,12024.0
800826601.0,54,2018-07-01,2021-04-25,69145.0
800835301.0,145,2018-04-29,2021-04-25,140539.0
800855201.0,8,2018-04-29,2018-07-01,6978.0
800855501.0,8,2018-04-29,2018-07-01,9483.0
800855601.0,61,2018-04-29,2021-04-25,47659.0
800874201.0,3,2018-05-06,2018-06-03,2306.0
800875501.0,105,2018-04-29,2021-04-25,192513.0
800890501.0,133,2018-04-29,2021-04-25,280909.0
800899601.0,2,2018-04-29,2018-05-06,268.0
800902101.0,6,2018-08-19,2018-10-07,4804.0
800908601.0,48,2018-05-06,2020-03-22,55899.0
800908701.0,69,2018-09-16,2020-04-12,40998.0
800908801.0,150,2018-04-29,2021-04-25,870526.0
800909001.0,3,2018-04-29,2018-05-13,1585.0
800909201.0,8,2018-05-13,2018-07-15,9186.0
800909301.0,66,2018-04-29,2020-12-06,36885.0
800909601.0,2,2018-05-27,2018-06-10,4080.0
800909701.0,3,2018-04-29,2018-05-13,1033.0
800920301.0,2,2018-06-10,2018-06-17,1717.0
800922801.0,131,2018-04-29,2021-04-25,215088.0
800922901.0,18,2018-04-29,2018-09-30,23319.0
800923101.0,13,2018-04-29,2019-10-20,9883.0
800923201.0,28,2018-05-06,2019-03-24,22496.0
800926001.0,116,2018-04-29,2021-04-25,77866.0
800927401.0,136,2018-04-29,2021-04-25,144374.0
800927501.0,4,2018-04-29,2018-05-20,4280.0
800927701.0,94,2018-05-20,2021-04-25,53658.0
800928001.0,1,2018-08-19,2018-08-19,5683.0
800928401.0,119,2018-04-29,2021-04-25,111165.0
800929201.0,19,2018-04-29,2018-09-09,23390.0
800929601.0,3,2018-04-29,2018-05-13,2422.0
800931101.0,3,2018-04-29,2018-05-20,1840.0
800931201.0,99,2018-04-29,2021-04-18,124451.0
800931501.0,4,2018-04-29,2018-05-20,4264.0
800932001.0,10,2018-05-06,2018-08-05,3988.0
800932101.0,57,2018-04-29,2019-10-20,56184.0
800941301.0,38,2018-04-29,2019-05-12,54774.0
800941601.0,41,2018-04-29,2019-03-24,84408.0
800941701.0,80,2018-04-29,2020-06-14,59120.0
800945001.0,71,2018-04-29,2021-04-25,99247.0
800945201.0,153,2018-04-29,2021-04-25,293336.0
800945301.0,10,2018-04-29,2018-08-12,31589.0
800945401.0,141,2018-04-29,2021-03-14,205289.0
800945601.0,140,2018-04-29,2021-04-25,116166.0
800945801.0,125,2018-04-29,2021-04-25,59267.0
800945901.0,83,2018-04-29,2020-11-29,100074.0
800948301.0,2,2018-05-13,2018-05-20,2004.0
800948401.0,3,2018-04-29,2018-05-20,4614.0
800948501.0,2,2018-04-29,2018-05-13,2639.0
800957001.0,2,2018-04-29,2018-05-20,2210.0
800957201.0,4,2018-07-22,2018-09-09,9100.0
800957301.0,2,2018-04-29,2018-05-06,7894.0
800957401.0,85,2018-04-29,2020-11-01,149982.0
800963001.0,90,2018-04-29,2020-02-16,168383.0
800963101.0,46,2018-04-29,2019-06-09,29389.0
800963301.0,136,2018-04-29,2021-04-25,149550.0
800963901.0,131,2018-04-29,2021-04-25,153594.0
800971001.0,2,2018-07-01,2018-07-08,497.0
800971101.0,31,2018-07-08,2019-12-01,37042.0
800971201.0,3,2018-04-29,2018-05-20,1269.0
800975501.0,2,2018-04-29,2018-05-13,2870.0
800975901.0,133,2018-05-06,2021-04-25,151228.0
800978001.0,6,2018-06-03,2018-09-02,3105.0
800978201.0,2,2018-04-29,2018-05-06,5700.0
800978401.0,50,2018-05-06,2021-03-28,38397.0
800978901.0,149,2018-04-29,2021-04-25,407707.0
800979001.0,23,2018-04-29,2020-03-15,23793.0
800979201.0,3,2018-05-06,2018-05-20,5479.0
800985401.0,95,2018-05-06,2021-04-18,133180.0
800987301.0,76,2018-05-27,2020-02-16,84498.0
800987401.0,142,2018-04-29,2021-04-25,64742.0
800987501.0,137,2018-04-29,2021-04-25,178440.0
800987801.0,151,2018-04-29,2021-04-25,217923.0
800987901.0,11,2018-04-29,2018-07-08,17370.0
800988001.0,5,2018-05-06,2018-06-10,5744.0
800988601.0,86,2018-04-29,2021-04-18,88491.0
800988901.0,50,2018-04-29,2019-11-24,90733.0
800989001.0,101,2018-04-29,2020-05-03,141882.0
800989101.0,3,2018-04-29,2018-05-13,7821.0
800989201.0,6,2018-05-27,2018-09-09,5102.0
800989301.0,43,2018-06-03,2021-03-28,32782.0
800989401.0,9,2018-05-27,2018-11-04,8053.0
800989501.0,4,2018-05-06,2018-07-01,2333.0
800989601.0,54,2018-05-27,2021-04-25,79516.0
800989701.0,4,2018-05-27,2018-07-08,1425.0
800989901.0,86,2018-04-29,2021-04-25,102882.0
800990001.0,103,2018-06-10,2021-04-25,116372.0
800992401.0,32,2018-04-29,2019-01-27,58979.0
800992501.0,47,2018-04-29,2019-06-16,22343.0
800992601.0,54,2018-05-13,2019-06-09,82741.0
800996101.0,5,2018-04-29,2018-06-03,7091.0
800996701.0,83,2018-04-29,2020-03-22,72962.0
800999901.0,3,2018-05-27,2018-06-17,1795.0
801000000.0,26,2018-04-29,2019-01-13,27427.0
801005401.0,125,2018-04-29,2021-04-25,408379.0
801008501.0,154,2018-04-29,2021-04-25,265767.0
801008601.0,57,2018-04-29,2019-12-01,95757.0
801011001.0,149,2018-04-29,2021-04-25,249561.0
801011101.0,10,2018-06-03,2018-11-25,6348.0
801013301.0,28,2018-04-29,2018-12-02,55097.0
801013401.0,89,2018-04-29,2020-03-08,266269.0
801013601.0,12,2018-04-29,2019-08-04,17261.0
801013701.0,107,2018-04-29,2021-04-25,46368.0
801013801.0,2,2018-04-29,2018-05-06,3961.0
801013901.0,23,2018-04-29,2018-09-30,36156.0
801014001.0,83,2018-05-13,2021-03-28,60029.0
801014101.0,147,2018-04-29,2021-04-18,197990.0
801014201.0,10,2018-05-27,2018-08-12,16888.0
801014301.0,17,2018-05-06,2019-03-17,21822.0
801017901.0,145,2018-04-29,2021-04-18,168172.0
801018001.0,154,2018-04-29,2021-04-18,778962.0
801018101.0,39,2018-04-29,2020-09-13,55759.0
801019801.0,77,2018-04-29,2019-10-27,88547.0
801020001.0,105,2018-05-06,2021-04-25,149783.0
801024401.0,20,2018-05-06,2018-10-14,24378.0
801026801.0,9,2018-05-06,2018-08-26,10454.0
801027101.0,6,2018-05-27,2018-07-15,7404.0
801027201.0,4,2018-04-29,2018-07-15,1003.0
801027601.0,7,2018-05-27,2018-12-02,15449.0
801027701.0,35,2018-04-29,2019-08-11,45347.0
801031101.0,151,2018-04-29,2021-04-25,576027.0
801031201.0,7,2018-08-26,2019-01-27,17902.0
801031301.0,75,2018-04-29,2021-04-25,80998.0
801031401.0,130,2018-07-22,2021-04-25,311733.0
801031501.0,126,2018-04-29,2021-04-18,82363.0
801031601.0,2,2018-05-27,2018-06-10,1449.0
801031701.0,13,2018-04-29,2018-08-05,38892.0
801031901.0,2,2018-06-24,2018-07-15,1056.0
801032101.0,38,2018-04-29,2019-06-09,66066.0
801032201.0,142,2018-04-29,2021-04-25,321018.0
801032601.0,54,2018-04-29,2019-11-03,94440.0
801032701.0,19,2018-04-29,2018-10-21,15207.0
801032801.0,6,2018-04-29,2018-06-03,16715.0
801037901.0,74,2018-05-27,2021-04-25,44303.0
801038101.0,104,2018-05-06,2021-04-11,41509.0
801042601.0,154,2018-04-29,2021-04-25,938119.0
801042701.0,7,2018-04-29,2018-06-17,8945.0
801042901.0,106,2018-04-29,2020-10-04,134275.0
801043301.0,4,2018-08-19,2018-09-09,9988.0
801043401.0,121,2018-04-29,2021-04-25,97007.0
801043601.0,55,2018-04-29,2021-04-25,101111.0
801044701.0,79,2018-04-29,2021-04-25,84477.0
801044801.0,6,2018-05-06,2018-07-08,18305.0
801044901.0,108,2018-04-29,2021-04-25,54639.0
801045001.0,23,2018-04-29,2018-09-30,33871.0
801045201.0,2,2018-04-29,2018-05-06,3477.0
801045401.0,139,2018-04-29,2021-04-25,126818.0
801045501.0,100,2018-04-29,2021-04-25,77868.0
801065601.0,117,2018-05-06,2021-04-25,174270.0
801065701.0,112,2018-04-29,2021-04-18,179145.0
801065801.0,89,2018-04-29,2021-03-21,180798.0
801065901.0,125,2018-04-29,2021-04-25,189594.0
801068101.0,92,2018-04-29,2020-11-08,161026.0
801068201.0,4,2018-05-27,2018-07-01,3108.0
801068301.0,115,2018-05-27,2021-04-18,121443.0
801068801.0,15,2018-04-29,2018-09-30,26443.0
801069001.0,142,2018-04-29,2021-04-25,267895.0
801069101.0,22,2018-04-29,2018-10-28,44019.0
801069201.0,142,2018-04-29,2021-04-25,644442.0
801069301.0,100,2018-04-29,2021-04-25,94349.0
801069401.0,3,2018-04-29,2018-05-13,6260.0
801069601.0,37,2018-05-06,2019-02-17,139338.0
801069701.0,40,2018-05-27,2020-01-05,61843.0
801069801.0,8,2018-04-29,2018-06-17,3118.0
801069901.0,15,2018-05-13,2018-09-09,51183.0
801070001.0,130,2018-04-29,2021-04-25,407307.0
801070101.0,74,2018-04-29,2020-03-22,146277.0
801070302.0,80,2018-04-29,2020-10-04,288937.0
801070401.0,23,2018-04-29,2019-03-03,21142.0
801070501.0,50,2018-05-06,2019-05-19,23592.0
801070601.0,10,2018-05-06,2018-10-07,7604.0
801070801.0,126,2018-05-06,2021-04-25,178913.0
801072401.0,6,2018-04-29,2018-07-15,7497.0
801076401.0,3,2018-05-27,2018-06-10,1342.0
801076501.0,1,2018-05-27,2018-05-27,2140.0
801076601.0,131,2018-04-29,2021-04-11,180211.0
801076701.0,59,2018-05-06,2021-04-18,94406.0
801076801.0,3,2018-05-06,2018-05-20,2254.0
801076901.0,3,2018-05-27,2018-06-17,2990.0
801077001.0,28,2018-04-29,2019-02-17,20521.0
801077101.0,154,2018-04-29,2021-04-25,232398.0
801077201.0,146,2018-04-29,2021-04-11,139841.0
801077401.0,2,2018-04-29,2018-05-13,2669.0
801077501.0,75,2018-05-06,2020-02-23,131116.0
801077601.0,4,2018-05-27,2018-06-17,9954.0
801077701.0,38,2018-04-29,2020-06-07,44020.0
801081601.0,3,2018-05-06,2018-05-20,4429.0
801081701.0,3,2018-05-06,2018-05-20,524.0
801081801.0,80,2018-05-27,2020-02-23,121135.0
801081901.0,122,2018-05-13,2021-04-25,214525.0
801082001.0,106,2018-05-27,2021-01-31,454037.0
801082401.0,2,2018-05-27,2018-06-03,6124.0
801082501.0,54,2018-05-13,2019-12-01,28121.0
801086101.0,1,2018-06-24,2018-06-24,577.0
801086201.0,12,2018-05-06,2018-09-09,15278.0
801086301.0,2,2018-05-13,2018-05-20,1569.0
801086401.0,2,2018-07-08,2018-07-15,2619.0
801106401.0,35,2018-06-24,2019-02-24,49963.0
801106501.0,103,2018-05-27,2021-04-25,209484.0
801117401.0,2,2018-07-22,2018-08-12,1796.0
801117801.0,6,2018-05-27,2018-07-15,4067.0
801117901.0,5,2018-06-24,2018-08-12,8042.0
801118001.0,63,2018-07-22,2020-09-13,178711.0
801118101.0,147,2018-05-27,2021-04-25,748652.0
801118201.0,4,2018-05-27,2018-06-17,3067.0
801118301.0,13,2018-06-03,2018-09-09,11127.0
801118501.0,139,2018-06-03,2021-04-25,408565.0
801121201.0,3,2018-07-01,2018-07-15,2467.0
801121301.0,2,2018-06-24,2018-07-15,1222.0
801136001.0,17,2018-06-24,2019-03-17,11414.0
801136701.0,52,2018-07-29,2021-04-25,17502.0
801151501.0,109,2018-09-23,2021-04-18,65793.0
801151801.0,25,2018-09-30,2019-03-17,41305.0
801151901.0,2,2018-10-21,2018-10-28,834.0
801152001.0,22,2018-09-16,2019-10-06,12421.0
801153001.0,5,2018-05-27,2018-07-15,11583.0
801153201.0,119,2018-06-03,2021-04-25,69469.0
801153301.0,12,2018-07-08,2018-09-30,14077.0
801153401.0,6,2018-06-24,2018-09-09,2010.0
801153501.0,119,2018-06-03,2021-04-18,279567.0
801153701.0,52,2018-06-10,2019-09-29,53578.0
801153801.0,87,2018-06-03,2021-01-03,190473.0
801154101.0,95,2018-06-03,2021-04-18,86021.0
801158301.0,7,2018-11-18,2019-02-10,3371.0
801158501.0,95,2018-11-11,2021-03-14,93193.0
801158701.0,69,2018-06-03,2020-06-14,155727.0
801158801.0,16,2018-05-27,2018-09-30,43002.0
801169301.0,2,2018-07-22,2018-07-29,1354.0
801169401.0,6,2018-07-22,2018-09-02,15809.0
801169601.0,12,2018-06-03,2019-04-21,10097.0
801171501.0,7,2018-06-24,2018-08-05,8932.0
801173901.0,18,2018-07-01,2018-12-02,45645.0
801174001.0,3,2018-07-22,2018-08-12,2022.0
801174101.0,7,2018-06-24,2018-10-07,5862.0
801174201.0,11,2018-07-22,2018-10-07,15900.0
801174401.0,86,2018-06-24,2020-02-16,129500.0
801174501.0,76,2018-07-01,2020-10-11,54238.0
801174601.0,2,2018-07-22,2018-08-05,1221.0
801174801.0,47,2018-06-24,2019-10-06,48357.0
801175001.0,57,2018-06-24,2019-10-06,62612.0
801175101.0,142,2018-07-01,2021-04-25,495113.0
801175201.0,52,2018-06-24,2020-06-07,24286.0
801175301.0,3,2018-07-29,2018-08-12,1421.0
801181601.0,116,2018-06-24,2021-04-25,123057.0
801181901.0,89,2018-06-24,2021-04-18,82770.0
801183401.0,142,2018-06-24,2021-04-25,146084.0
801183601.0,82,2018-08-19,2021-01-03,78384.0
801183701.0,4,2018-07-08,2018-09-02,4123.0
801188801.0,41,2018-11-11,2019-11-03,45034.0
801193901.0,24,2018-07-22,2019-06-09,9558.0
801194001.0,144,2018-06-24,2021-04-25,408534.0
801194101.0,111,2018-06-24,2021-04-25,255430.0
801194201.0,143,2018-06-24,2021-04-25,215273.0
801194301.0,19,2018-06-24,2018-12-23,18081.0
801194401.0,81,2018-11-11,2020-09-13,98334.0
801194601.0,113,2018-11-11,2021-03-21,185337.0
801194701.0,7,2018-11-25,2019-02-24,17666.0
801194801.0,58,2018-11-11,2020-01-26,82013.0
801194901.0,43,2018-11-11,2019-12-29,72830.0
801195001.0,17,2018-12-16,2021-03-21,15660.0
801195101.0,15,2018-11-11,2019-04-21,12330.0
801195201.0,37,2018-07-01,2019-04-21,45001.0
801195501.0,2,2018-08-05,2018-08-12,5452.0
801195601.0,118,2018-07-01,2021-04-18,91730.0
801195701.0,145,2018-06-24,2021-04-25,241877.0
801195801.0,107,2018-07-01,2021-04-11,124286.0
801195901.0,107,2018-06-24,2021-04-25,132260.0
801205801.0,6,2018-07-22,2018-09-09,9780.0
801209201.0,142,2018-07-22,2021-04-25,256984.0
801209401.0,81,2018-07-01,2021-04-25,65720.0
801209501.0,24,2018-07-01,2019-03-24,24831.0
801210001.0,31,2018-07-22,2020-01-12,15143.0
801210101.0,3,2018-07-01,2018-07-15,4616.0
801210501.0,7,2018-07-01,2018-08-12,11283.0
801210701.0,43,2018-11-11,2021-03-14,57802.0
801210901.0,2,2018-11-11,2018-11-18,7064.0
801211001.0,2,2018-12-09,2018-12-16,1394.0
801211101.0,100,2018-11-11,2021-04-25,74081.0
